Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration
org.jbpm:jbpm-bpmn2,CVE-2014-8125,HIGH,5.1.0.M1,6.2.0.CR4,2011-04-21 08:19:37,2015-01-12 02:01:57,"1361 days, 17:42:20"
org.infinispan:infinispan-cachestore-jdbc,CVE-2023-5384,LOW,5.0.0.FINAL,13.0.22.Final,2011-08-05 11:35:03,2024-04-15 06:20:14,"4636 days, 18:45:11"
org.infinispan:infinispan-server-rest,CVE-2023-3629,MODERATE,5.0.0.FINAL,13.0.22.Final,2011-08-05 11:36:22,2024-04-15 06:22:49,"4636 days, 18:46:27"
org.infinispan:infinispan-server-rest,CVE-2023-3628,MODERATE,5.0.0.FINAL,13.0.22.Final,2011-08-05 11:36:22,2024-04-15 06:22:49,"4636 days, 18:46:27"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-47467,MODERATE,3.4.0,3.6.0,2022-08-06 00:18:29,2023-10-18 00:46:29,"438 days, 0:28:00"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-41544,CRITICAL,3.4.0,3.5.3,2022-08-06 00:18:29,2023-07-23 06:32:24,"351 days, 6:13:55"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-40989,CRITICAL,3.4.0,3.5.5,2022-08-06 00:18:29,2023-09-19 20:35:16,"409 days, 20:16:47"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-41542,CRITICAL,3.4.0,3.5.3,2022-08-06 00:18:29,2023-07-23 06:32:24,"351 days, 6:13:55"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-38992,CRITICAL,3.4.0,3.5.2,2022-08-06 00:18:29,2023-06-06 21:00:49,"304 days, 20:42:20"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-41543,CRITICAL,3.4.0,3.5.3,2022-08-06 00:18:29,2023-07-23 06:32:24,"351 days, 6:13:55"
org.jeecgframework.boot:jeecg-boot-common,CVE-2023-1454,CRITICAL,3.4.0,3.5.0,2022-08-06 00:18:29,2023-02-17 02:58:42,"195 days, 2:40:13"
org.jeecgframework.boot:jeecg-boot-common,CVE-2022-45206,CRITICAL,3.4.0,3.4.3,2022-08-06 00:18:29,2022-10-16 19:39:03,"71 days, 19:20:34"
org.jeecgframework.boot:jeecg-boot-common,CVE-2022-45208,MODERATE,3.4.0,3.4.3,2022-08-06 00:18:29,2022-10-16 19:39:03,"71 days, 19:20:34"
org.jeecgframework.boot:jeecg-boot-common,CVE-2022-45207,CRITICAL,3.4.0,3.4.3,2022-08-06 00:18:29,2022-10-16 19:39:03,"71 days, 19:20:34"
org.jeecgframework.boot:jeecg-boot-common,CVE-2022-45210,MODERATE,3.4.0,3.4.3,2022-08-06 00:18:29,2022-10-16 19:39:03,"71 days, 19:20:34"
org.jboss.resteasy:resteasy-core,CVE-2021-20289,MODERATE,4.0.0.Final,4.6.1.Beta9,2019-05-06 14:29:12,2021-06-18 14:30:44,"774 days, 0:01:32"
org.jboss.resteasy:resteasy-core,CVE-2020-10688,MODERATE,4.0.0.Final,4.4.3.Final,2019-05-06 14:29:12,2021-03-06 13:57:18,"669 days, 23:28:06"
org.jboss.resteasy:resteasy-core,CVE-2021-20293,HIGH,4.0.0.Beta6,4.5.12.Final,2018-10-31 16:39:09,2021-05-10 11:41:12,"921 days, 19:02:03"
org.jboss.resteasy:resteasy-client,CVE-2020-25633,MODERATE,1.0-beta-6,3.11.5.Final,2008-09-09 14:53:27,2021-09-28 14:13:06,"4766 days, 23:19:39"
org.jboss.resteasy:resteasy-client,CVE-2020-1695,HIGH,3.0.0.Final,3.11.5.Final,2013-06-18 05:52:31,2021-09-28 14:13:06,"3024 days, 8:20:35"
org.jboss.resteasy:resteasy-client,CVE-2016-6348,MODERATE,1.0-beta-6,3.0.19.Final,2008-09-09 14:53:27,2016-08-02 07:35:09,"2883 days, 16:41:42"
org.jboss.resteasy:resteasy-client,CVE-2014-3490,HIGH,3.0.0.Final,3.0.8.Final,2013-06-18 05:52:31,2014-04-08 07:30:49,"294 days, 1:38:18"
org.jboss.resteasy:resteasy-client,CVE-2016-6347,MODERATE,1.0-beta-6,3.1.0.Beta2,2008-09-09 14:53:27,2016-09-09 07:34:45,"2921 days, 16:41:18"
org.jboss.resteasy:resteasy-client,CVE-2016-6345,MODERATE,1.0-beta-6,3.1.0.Beta2,2008-09-09 14:53:27,2016-09-09 07:34:45,"2921 days, 16:41:18"
org.jboss.resteasy:resteasy-client,CVE-2012-0818,MODERATE,1.0-beta-6,1.0-beta-8,2008-09-09 14:53:27,2008-09-22 09:54:35,"12 days, 19:01:08"
org.jboss.ironjacamar:ironjacamar-jdbc,CVE-2012-3428,MODERATE,1.0.0.Beta5,1.0.11.Final,2011-03-28 13:10:53,2012-05-04 07:22:48,"402 days, 18:11:55"
org.jboss.resteasy:resteasy-yaml-provider,CVE-2018-1051,HIGH,1.0-beta-9,3.6.0.CR1,2008-11-25 14:16:31,2018-06-25 05:25:54,"3498 days, 15:09:23"
org.jboss.resteasy:resteasy-bom,CVE-2016-9606,HIGH,1.2.GA,3.0.26.Final,2009-11-03 13:49:02,2018-07-09 05:09:48,"3169 days, 15:20:46"
org.jboss.resteasy:resteasy-bom,CVE-2020-10688,MODERATE,1.2.GA,4.4.3.Final,2009-11-03 13:49:02,2021-03-06 13:58:22,"4141 days, 0:09:20"
org.jboss.resteasy:resteasy-bom,CVE-2020-14326,HIGH,1.2.GA,3.15.6.Final,2009-11-03 13:49:02,2023-02-28 15:16:38,"4865 days, 1:27:36"
org.jboss.resteasy:resteasy-bom,CVE-2021-20293,HIGH,1.2.GA,3.15.6.Final,2009-11-03 13:49:02,2023-02-28 15:16:38,"4865 days, 1:27:36"
org.jboss.resteasy:resteasy-bom,CVE-2020-25724,MODERATE,1.2.GA,2.0-beta-1,2009-11-03 13:49:02,2010-01-29 16:37:01,"87 days, 2:47:59"
org.infinispan:infinispan-hotrod,CVE-2023-5384,LOW,14.0.0.Dev03,14.0.24.Final,2022-05-27 22:18:40,2024-02-01 08:34:52,"614 days, 10:16:12"
org.jasig.cas:cas-client,CVE-2014-4172,CRITICAL,3.1.1,3.1-RC1,2008-02-25 11:04:34,2010-03-18 06:22:54,"751 days, 19:18:20"
org.jboss.resteasy:resteasy-jaxrs,CVE-2016-6346,HIGH,1.0-beta-6,3.0.19.Final,2008-09-09 14:53:27,2016-08-02 07:35:00,"2883 days, 16:41:33"
org.jboss.resteasy:resteasy-jaxrs,CVE-2014-7839,MODERATE,1.0-beta-6,2.3.10.Final,2008-09-09 14:53:27,2015-03-17 10:37:19,"2379 days, 19:43:52"
org.jberet:jberet-core,CVE-2024-1102,MODERATE,1.0.0.Alpha1,2.1.4.Final,2013-06-24 08:08:00,2024-02-06 08:35:40,"3879 days, 0:27:40"
org.jboss.resteasy:resteasy-jaxb-provider,CVE-2011-5245,MODERATE,1.0-beta-9,2.3.1.GA,2008-11-25 14:12:29,2012-01-18 14:20:18,"1149 days, 0:07:49"
org.jboss.xnio:xnio-nio,CVE-2020-14340,MODERATE,3.6.0.Final,3.7.8.Final,2018-01-26 06:05:58,2020-06-10 20:25:53,"866 days, 14:19:55"
org.jeecgframework.boot:jeecg-boot-parent,CVE-2023-34659,CRITICAL,3.5.1,3.5.1,2023-04-17 02:20:06,2023-04-17 02:20:06,0:00:00
org.jeecgframework.boot:jeecg-boot-parent,CVE-2023-42268,CRITICAL,3.5.1,3.5.1,2023-04-17 02:20:06,2023-04-17 02:20:06,0:00:00
org.jeecgframework.boot:jeecg-boot-parent,CVE-2023-41578,HIGH,3.5.1,3.5.1,2023-04-17 02:20:06,2023-04-17 02:20:06,0:00:00
org.jboss.weld:weld-core-bom,CVE-2014-8122,MODERATE,1.0.0-CR1,1.1.34.Final,2009-10-13 16:21:18,2017-02-08 04:15:49,"2674 days, 11:54:31"
org.jboss.netty:netty,CVE-2021-37136,HIGH,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2019-20445,MODERATE,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2021-21290,MODERATE,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2019-16869,HIGH,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2021-37137,HIGH,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2015-2156,HIGH,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2021-43797,MODERATE,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,BIT-zookeeper-2021-21295,MODERATE,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.jboss.netty:netty,CVE-2019-20444,CRITICAL,3.0.0.CR1,3.2.10.Final,2009-07-08 06:32:20,2013-11-28 03:38:35,"1603 days, 21:06:15"
org.infinispan:infinispan-server-core,CVE-2017-2638,MODERATE,5.0.0.FINAL,8.2.12.Final,2011-08-05 11:35:37,2020-01-07 02:41:25,"3076 days, 15:05:48"
org.jboss.as:jboss-as-server,CVE-2012-1094,HIGH,7.0.0.Alpha1,7.1.0.Final,2010-11-04 19:20:31,2012-02-15 23:45:06,"468 days, 4:24:35"
org.jetbrains.kotlin:kotlin-stdlib,CVE-2020-29582,MODERATE,0.0.1-test-deploy,1.4.20,2013-07-04 04:34:08,2020-11-19 00:29:30,"2694 days, 19:55:22"
org.jetbrains.kotlin:kotlin-stdlib,CVE-2022-24329,MODERATE,0.0.1-test-deploy,1.5.32,2013-07-04 04:34:08,2021-11-28 23:01:01,"3069 days, 18:26:53"
org.infinispan.protostream:protostream,CVE-2023-5236,MODERATE,1.0.0.Alpha1,4.3.6.Final,2013-07-16 01:26:27,2023-11-22 06:51:03,"3781 days, 5:24:36"
org.jboss.xnio:xnio-api,CVE-2023-5685,HIGH,2.0.0.CR2,3.8.13.Final,2009-09-20 10:45:44,2024-02-20 20:53:01,"5266 days, 10:07:17"
org.infinispan:infinispan-client-hotrod,CVE-2023-5384,LOW,5.0.0.FINAL,13.0.22.Final,2011-08-05 11:35:51,2024-04-15 06:22:02,"4636 days, 18:46:11"
org.jboss.xnio:xnio-all,CVE-2022-0084,HIGH,3.0.0.CR1,3.8.7.Final,2011-11-07 23:29:08,2022-04-24 03:44:03,"3820 days, 4:14:55"
org.jclouds.api:eucalyptus,CVE-2013-4766,MODERATE,1.0-beta-9,1.5.10,2011-02-02 08:54:09,2013-04-10 14:46:12,"798 days, 5:52:03"
org.jeasy:easy-rules-mvel,CVE-2023-50571,HIGH,4.1.0,4.1.0,2020-12-06 12:50:46,2020-12-06 12:50:46,0:00:00
org.jolokia:jolokia-core,CVE-2014-0168,MODERATE,1.0.0,1.2.0,2011-10-03 11:56:25,2014-02-24 07:58:20,"874 days, 20:01:55"
org.jolokia:jolokia-core,CVE-2018-10899,HIGH,1.2.0,1.6.0,2014-02-24 07:58:20,2018-06-25 11:54:08,"1582 days, 3:55:48"
org.jolokia:jolokia-core,CVE-2018-1000130,HIGH,1.3.7,1.4.0,2017-07-06 07:31:16,2018-01-23 09:01:52,"201 days, 1:30:36"
org.jolokia:jolokia-core,CVE-2018-1000129,MODERATE,1.3.7,1.4.0,2017-07-06 07:31:16,2018-01-23 09:01:52,"201 days, 1:30:36"
org.jvnet.hudson.plugins:ircbot,CVE-2019-1003051,LOW,1.1,2.9,2007-07-04 23:48:02,2011-01-08 07:16:28,"1283 days, 7:28:26"
org.jupiter-rpc:jupiter-rpc,CVE-2023-48887,CRITICAL,1.2.0,1.3.1,2017-02-15 00:56:17,2019-06-15 04:47:47,"850 days, 3:51:30"
org.jvnet.hudson.main:hudson-core,CVE-2015-8031,CRITICAL,1.70,2.2.1,2007-07-04 23:49:44,2012-05-29 20:31:37,"1790 days, 20:41:53"
org.keycloak:keycloak-core,CVE-2022-0225,MODERATE,1.0-alpha-1-12062013,19.0.3,2013-12-06 06:02:14,2022-10-06 04:50:46,"3225 days, 22:48:32"
org.keycloak:keycloak-core,CVE-2019-10170,HIGH,1.0-alpha-1-12062013,7.0.1,2013-12-06 06:02:14,2019-10-21 01:12:13,"2144 days, 19:09:59"
org.keycloak:keycloak-core,CVE-2020-1697,MODERATE,1.0-alpha-1-12062013,8.0.2,2013-12-06 06:02:14,2020-02-04 00:59:15,"2250 days, 18:57:01"
org.keycloak:keycloak-core,CVE-2019-14837,CRITICAL,1.0-alpha-1-12062013,7.0.1,2013-12-06 06:02:14,2019-10-21 01:12:13,"2144 days, 19:09:59"
org.keycloak:keycloak-core,CVE-2021-20262,MODERATE,1.0-alpha-1-12062013,12.0.4,2013-12-06 06:02:14,2021-02-28 23:50:44,"2641 days, 17:48:30"
org.keycloak:keycloak-core,CVE-2024-7318,MODERATE,1.0-alpha-1-12062013,24.0.5,2013-12-06 06:02:14,2024-06-03 22:27:25,"3832 days, 16:25:11"
org.keycloak:keycloak-core,CVE-2020-1728,MODERATE,1.0-alpha-1-12062013,9.0.3,2013-12-06 06:02:14,2020-04-14 02:12:15,"2320 days, 20:10:01"
org.keycloak:keycloak-core,CVE-2018-14637,HIGH,1.0-alpha-1-12062013,4.5.0.Final,2013-12-06 06:02:14,2018-09-26 09:44:23,"1755 days, 3:42:09"
org.keycloak:keycloak-core,UNKNOWN,LOW,1.0-alpha-1-12062013,24.0.5,2013-12-06 06:02:14,2024-06-03 22:27:25,"3832 days, 16:25:11"
org.keycloak:keycloak-core,CVE-2020-10686,MODERATE,1.0-alpha-1-12062013,9.0.0,2013-12-06 06:02:14,2020-02-17 03:48:31,"2263 days, 21:46:17"
org.keycloak:keycloak-core,CVE-2020-1714,HIGH,1.0-alpha-1-12062013,10.0.2,2013-12-06 06:02:14,2020-06-02 03:19:54,"2369 days, 21:17:40"
org.keycloak:keycloak-core,CVE-2020-1724,MODERATE,1.0-alpha-1-12062013,9.0.0,2013-12-06 06:02:14,2020-02-17 03:48:31,"2263 days, 21:46:17"
org.keycloak:keycloak-core,CVE-2024-7260,MODERATE,1.0-alpha-1-12062013,24.0.5,2013-12-06 06:02:14,2024-06-03 22:27:25,"3832 days, 16:25:11"
org.keycloak:keycloak-core,CVE-2018-10912,MODERATE,1.0-alpha-1-12062013,4.0.0.Beta3,2013-12-06 06:02:14,2018-05-24 04:16:15,"1629 days, 22:14:01"
org.keycloak:keycloak-core,CVE-2020-27838,MODERATE,1.0-alpha-1-12062013,12.0.4,2013-12-06 06:02:14,2021-02-28 23:50:44,"2641 days, 17:48:30"
org.keycloak:keycloak-core,CVE-2023-0105,MODERATE,1.0-alpha-1-12062013,22.0.0,2013-12-06 06:02:14,2023-07-11 07:03:04,"3504 days, 1:00:50"
org.keycloak:keycloak-core,CVE-2023-6841,MODERATE,1.0-alpha-1-12062013,23.0.7,2013-12-06 06:02:14,2024-02-22 00:41:30,"3729 days, 18:39:16"
org.keycloak:keycloak-core,CVE-2020-1744,MODERATE,1.0-alpha-1-12062013,9.0.0,2013-12-06 06:02:14,2020-02-17 03:48:31,"2263 days, 21:46:17"
org.keycloak:keycloak-core,CVE-2019-3875,MODERATE,1.0-alpha-1-12062013,6.0.1,2013-12-06 06:02:14,2019-04-24 00:04:46,"1964 days, 18:02:32"
org.keycloak:keycloak-core,CVE-2020-1698,MODERATE,1.0-alpha-1-12062013,8.0.2,2013-12-06 06:02:14,2020-02-04 00:59:15,"2250 days, 18:57:01"
org.keycloak:keycloak-core,CVE-2022-1466,MODERATE,1.0-alpha-1-12062013,17.0.0,2013-12-06 06:02:14,2022-02-11 11:21:39,"2989 days, 5:19:25"
org.keycloak:keycloak-core,CVE-2019-14820,MODERATE,1.0-alpha-1-12062013,7.0.1,2013-12-06 06:02:14,2019-10-21 01:12:13,"2144 days, 19:09:59"
org.keycloak:keycloak-core,CVE-2020-27826,HIGH,1.0-alpha-1-12062013,11.0.3,2013-12-06 06:02:14,2020-11-05 05:36:40,"2525 days, 23:34:26"
org.keycloak:keycloak-core,CVE-2021-20202,HIGH,1.0-alpha-1-12062013,12.0.4,2013-12-06 06:02:14,2021-02-28 23:50:44,"2641 days, 17:48:30"
org.keycloak:keycloak-core,CVE-2020-1731,CRITICAL,1.0-alpha-1-12062013,8.0.1,2013-12-06 06:02:14,2019-12-02 03:51:09,"2186 days, 21:48:55"
org.keycloak:keycloak-core,CVE-2024-1722,LOW,1.0-alpha-1-12062013,23.0.7,2013-12-06 06:02:14,2024-02-22 00:41:30,"3729 days, 18:39:16"
org.keycloak:keycloak-core,CVE-2019-3868,MODERATE,1.0-alpha-1-12062013,5.0.0,2013-12-06 06:02:14,2019-03-06 00:25:54,"1915 days, 18:23:40"
org.keycloak:keycloak-core,CVE-2021-3632,HIGH,1.0-alpha-1-12062013,15.0.2,2013-12-06 06:02:14,2021-08-20 01:00:13,"2813 days, 18:57:59"
org.keycloak:keycloak-core,CVE-2020-35509,MODERATE,1.0-alpha-1-12062013,13.0.1,2013-12-06 06:02:14,2021-05-25 02:27:58,"2726 days, 20:25:44"
org.keycloak:keycloak-core,CVE-2020-10770,MODERATE,1.0-alpha-1-12062013,12.0.4,2013-12-06 06:02:14,2021-02-28 23:50:44,"2641 days, 17:48:30"
org.keycloak:keycloak-core,CVE-2019-10199,HIGH,1.0-alpha-1-12062013,6.0.1,2013-12-06 06:02:14,2019-04-24 00:04:46,"1964 days, 18:02:32"
org.keycloak:keycloak-core,CVE-2019-10201,MODERATE,1.0-alpha-1-12062013,6.0.1,2013-12-06 06:02:14,2019-04-24 00:04:46,"1964 days, 18:02:32"
org.keycloak:keycloak-core,CVE-2023-0091,MODERATE,1.0-alpha-1-12062013,20.0.2,2013-12-06 06:02:14,2022-12-13 05:47:07,"3293 days, 23:44:53"
org.keycloak:keycloak-core,CVE-2023-1664,MODERATE,1.0-alpha-1-12062013,21.1.1,2013-12-06 06:02:14,2023-04-26 03:02:41,"3427 days, 21:00:27"
org.keycloak:keycloak-core,CVE-2021-20195,CRITICAL,1.0-alpha-1-12062013,12.0.4,2013-12-06 06:02:14,2021-02-28 23:50:44,"2641 days, 17:48:30"
org.keycloak:keycloak-core,CVE-2021-3856,MODERATE,1.0-alpha-1-12062013,15.0.2,2013-12-06 06:02:14,2021-08-20 01:00:13,"2813 days, 18:57:59"
org.keycloak:keycloak-core,CVE-2020-14389,HIGH,1.0-alpha-1-12062013,11.0.3,2013-12-06 06:02:14,2020-11-05 05:36:40,"2525 days, 23:34:26"
org.keycloak:keycloak-core,CVE-2021-3754,MODERATE,1.0-alpha-1-12062013,19.0.1,2013-12-06 06:02:14,2022-07-29 03:36:57,"3156 days, 21:34:43"
org.keycloak:keycloak-core,CVE-2014-3656,MODERATE,1.0-alpha-1-12062013,1.0.5.Final,2013-12-06 06:02:14,2015-01-22 10:17:08,"412 days, 4:14:54"
org.keycloak:keycloak-core,CVE-2018-14658,MODERATE,1.0-alpha-1-12062013,3.2.1.Final,2013-12-06 06:02:14,2017-07-21 02:22:30,"1322 days, 20:20:16"
org.keycloak:keycloak-core,CVE-2017-12161,MODERATE,1.0-alpha-1-12062013,3.4.1.Final,2013-12-06 06:02:14,2017-12-08 00:36:56,"1462 days, 18:34:42"
org.keycloak:keycloak-core,CVE-2016-8609,HIGH,1.0-alpha-1-12062013,2.3.0.CR1,2013-12-06 06:02:14,2016-10-20 23:30:00,"1049 days, 17:27:46"
org.keycloak:keycloak-core,CVE-2017-2585,MODERATE,1.0-alpha-1-12062013,2.5.0.Final,2013-12-06 06:02:14,2017-01-03 06:06:45,"1124 days, 0:04:31"
org.keycloak:keycloak-core,CVE-2017-2582,MODERATE,1.0-alpha-1-12062013,2.5.0.Final,2013-12-06 06:02:14,2017-01-03 06:06:45,"1124 days, 0:04:31"
org.keycloak:keycloak-core,CVE-2016-8629,MODERATE,1.0-alpha-1-12062013,2.4.0.CR1,2013-12-06 06:02:14,2016-11-21 12:12:36,"1081 days, 6:10:22"
org.keycloak:keycloak-core,CVE-2017-2646,HIGH,1.0-alpha-1-12062013,2.5.4.Final,2013-12-06 06:02:14,2017-02-22 10:49:30,"1174 days, 4:47:16"
org.keycloak:keycloak-core,CVE-2014-3651,HIGH,1.0-alpha-1-12062013,1.0.2.Final,2013-12-06 06:02:14,2014-10-08 05:24:50,"305 days, 23:22:36"
org.keycloak:keycloak-core,CVE-2021-20323,MODERATE,15.0.0,16.1.1,2021-07-30 04:32:47,2022-01-25 01:32:48,"178 days, 21:00:01"
org.keycloak:keycloak-core,CVE-2023-4918,HIGH,22.0.2,22.0.2,2023-09-11 03:05:59,2023-09-11 03:05:59,0:00:00
org.jvnet.hudson.plugins:ccm,CVE-2018-1000054,HIGH,1.0,2.5,2010-08-20 07:31:56,2010-12-21 16:21:30,"123 days, 8:49:34"
org.jvnet.hudson.plugins:ftppublisher,CVE-2019-1003058,MODERATE,0.9,1.0,2008-08-06 06:23:57,2010-05-19 18:03:09,"651 days, 11:39:12"
org.jvnet.hudson.plugins:ftppublisher,CVE-2019-1003059,MODERATE,0.9,1.0,2008-08-06 06:23:57,2010-05-19 18:03:09,"651 days, 11:39:12"
org.jvnet.hudson.plugins:ftppublisher,CVE-2019-1003055,LOW,0.9,1.0,2008-08-06 06:23:57,2010-05-19 18:03:09,"651 days, 11:39:12"
org.jvnet.hudson.plugins:perforce,CVE-2018-1000147,MODERATE,1.0.7,1.1.14,2007-11-20 19:26:48,2011-01-06 14:38:38,"1142 days, 19:11:50"
org.jvnet.hudson.plugins:perforce,CVE-2018-1000145,MODERATE,1.0.7,1.1.14,2007-11-20 19:26:48,2011-01-06 14:38:38,"1142 days, 19:11:50"
org.json:json,UNKNOWN,HIGH,20070829,20230618,2007-11-11 23:27:38,2023-06-18 10:46:32,"5697 days, 11:18:54"
org.json:json,CVE-2022-45688,HIGH,20070829,20220924,2007-11-11 23:27:38,2022-09-24 14:34:09,"5430 days, 15:06:31"
org.json:json,CVE-2023-5072,HIGH,20070829,20230618,2007-11-11 23:27:38,2023-06-18 10:46:32,"5697 days, 11:18:54"
org.jvnet.hudson.plugins:clearcase-release,CVE-2020-2270,HIGH,0.1,0.1,2009-12-06 16:02:56,2009-12-06 16:02:56,0:00:00
org.keycloak:keycloak-common,CVE-2020-1714,HIGH,1.6.0.Final,10.0.2,2015-10-20 06:40:46,2020-06-02 03:04:49,"1686 days, 20:24:03"
org.keycloak:keycloak-services,CVE-2024-2419,HIGH,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2021-3424,MODERATE,1.0-alpha-1-12062013,17.0.1,2013-12-06 06:03:15,2022-03-23 01:06:57,"3028 days, 19:03:42"
org.keycloak:keycloak-services,UNKNOWN,HIGH,1.0-alpha-1-12062013,24.0.4,2013-12-06 06:03:15,2024-05-07 23:14:10,"3805 days, 17:10:55"
org.keycloak:keycloak-services,CVE-2022-1274,MODERATE,1.0-alpha-1-12062013,20.0.4,2013-12-06 06:03:15,2023-02-19 23:35:01,"3362 days, 17:31:46"
org.keycloak:keycloak-services,CVE-2020-10776,MODERATE,1.0-alpha-1-12062013,11.0.3,2013-12-06 06:03:15,2020-11-05 05:41:31,"2525 days, 23:38:16"
org.keycloak:keycloak-services,CVE-2022-1245,CRITICAL,1.0-alpha-1-12062013,17.0.1,2013-12-06 06:03:15,2022-03-23 01:06:57,"3028 days, 19:03:42"
org.keycloak:keycloak-services,CVE-2024-7341,HIGH,1.0-alpha-1-12062013,25.0.4,2013-12-06 06:03:15,2024-08-19 02:07:46,"3908 days, 20:04:31"
org.keycloak:keycloak-services,CVE-2022-1438,MODERATE,1.0-alpha-1-12062013,21.0.0,2013-12-06 06:03:15,2023-02-23 00:55:44,"3365 days, 18:52:29"
org.keycloak:keycloak-services,CVE-2023-6717,MODERATE,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2023-2422,HIGH,1.0-alpha-1-12062013,21.1.1,2013-12-06 06:03:15,2023-04-26 03:04:23,"3427 days, 21:01:08"
org.keycloak:keycloak-services,CVE-2023-6787,MODERATE,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2023-6134,MODERATE,1.0-alpha-1-12062013,23.0.2,2013-12-06 06:03:15,2023-12-14 11:28:04,"3660 days, 5:24:49"
org.keycloak:keycloak-services,CVE-2024-4540,HIGH,1.0-alpha-1-12062013,24.0.4,2013-12-06 06:03:15,2024-05-07 23:14:10,"3805 days, 17:10:55"
org.keycloak:keycloak-services,CVE-2018-10894,MODERATE,1.0-alpha-1-12062013,4.3.0.Final,2013-12-06 06:03:15,2018-08-15 11:18:52,"1713 days, 5:15:37"
org.keycloak:keycloak-services,CVE-2022-2232,LOW,1.0-alpha-1-12062013,23.0.0,2013-12-06 06:03:15,2023-11-23 06:46:25,"3639 days, 0:43:10"
org.keycloak:keycloak-services,CVE-2022-4361,CRITICAL,1.0-alpha-1-12062013,21.1.1,2013-12-06 06:03:15,2023-04-26 03:04:23,"3427 days, 21:01:08"
org.keycloak:keycloak-services,CVE-2023-0657,LOW,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2024-1249,HIGH,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2024-1132,HIGH,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2021-4133,HIGH,1.0-alpha-1-12062013,15.1.0,2013-12-06 06:03:15,2021-12-10 05:17:03,"2925 days, 23:13:48"
org.keycloak:keycloak-services,CVE-2024-3656,HIGH,1.0-alpha-1-12062013,24.0.4,2013-12-06 06:03:15,2024-05-07 23:14:10,"3805 days, 17:10:55"
org.keycloak:keycloak-services,CVE-2023-3597,MODERATE,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2024-8883,HIGH,1.0-alpha-1-12062013,25.0.4,2013-12-06 06:03:15,2024-08-19 02:07:46,"3908 days, 20:04:31"
org.keycloak:keycloak-services,CVE-2023-6544,MODERATE,1.0-alpha-1-12062013,24.0.2,2013-12-06 06:03:15,2024-03-24 15:16:54,"3761 days, 9:13:39"
org.keycloak:keycloak-services,CVE-2024-4629,MODERATE,1.0-alpha-1-12062013,25.0.3,2013-12-06 06:03:15,2024-08-19 00:51:30,"3908 days, 18:48:15"
org.keycloak:keycloak-services,CVE-2023-2585,LOW,1.0-alpha-1-12062013,21.1.1,2013-12-06 06:03:15,2023-04-26 03:04:23,"3427 days, 21:01:08"
org.keycloak:keycloak-services,CVE-2023-6291,HIGH,1.0-alpha-1-12062013,23.0.2,2013-12-06 06:03:15,2023-12-14 11:28:04,"3660 days, 5:24:49"
