Artifact,CVE_ID,Severity,Start Version,End Version,Start,End,Duration,API_ID,API_Aliases,API_Modified,API_Published,API_Severity
org.eclipse.jgit:org.eclipse.jgit,CVE-2023-4759,HIGH,1.2.0.201112221803-r,5.13.2.202306221912-r,2012-01-22 10:55:59,2023-06-21 16:51:40,"4168 days, 5:55:41",GHSA-3p86-9955-h393,CVE-2023-4759,2024-04-11T19:46:07.697031Z,2023-09-18T15:30:18Z,HIGH
org.eclipse.jgit:org.eclipse.jgit,CVE-2014-9390,CRITICAL,1.2.0.201112221803-r,3.4.2.201412180340-r,2012-01-22 10:55:59,2014-12-18 08:11:58,"1060 days, 21:15:59",GHSA-6vvc-c2m3-cjf3,"CVE-2014-9390, PYSEC-2020-217",2024-09-25T20:01:24.028730Z,2022-05-17T19:57:29Z,CRITICAL
org.eclipse.platform:org.eclipse.jface,CVE-2023-4218,MODERATE,3.12.1,3.30.0,2017-01-07 14:14:10,2023-06-09 07:54:53,"2343 days, 17:40:43",GHSA-j24h-xcpc-9jw8,CVE-2023-4218,2024-03-05T21:46:06.438286Z,2023-11-30T19:52:54Z,MODERATE
org.eclipse.jetty:jetty-deploy,BIT-solr-2021-28163,LOW,9.4.32.v20200930,9.4.38.v20210224,2020-09-30 09:25:40,2021-02-24 12:38:50,"147 days, 3:13:10",GHSA-j6qj-j888-vvgq,"BIT-solr-2021-28163, CVE-2021-28163",2024-03-15T05:17:59.760049Z,2021-04-06T17:32:00Z,LOW
org.eclipse.jetty:jetty-webapp,CVE-2020-27216,HIGH,7.0.0.M0,9.3.30.v20211001,2009-04-03 08:50:28,2021-10-01 08:53:09,"4564 days, 0:02:41",GHSA-g3wg-6mcf-8jj6,CVE-2020-27216,2024-03-13T05:33:39.122153Z,2020-11-04T17:50:24Z,HIGH
org.eclipse.jetty:jetty-webapp,CVE-2021-34429,MODERATE,9.4.37.v20210219,11.0.5,2021-02-19 07:19:54,2021-06-11 07:56:29,"112 days, 0:36:35",GHSA-vjv5-gp2w-65vm,CVE-2021-34429,2024-03-08T05:16:35.196736Z,2021-07-19T15:15:24Z,MODERATE
org.eclipse.jetty:jetty-webapp,CVE-2021-28164,MODERATE,9.4.37.v20210219,9.4.38.v20210224,2021-02-19 07:19:54,2021-02-24 12:30:01,"5 days, 5:10:07",GHSA-v7ff-8wcx-gmc5,CVE-2021-28164,2024-03-15T05:19:57.447892Z,2021-04-06T17:31:01Z,MODERATE
org.eclipse.vorto:org.eclipse.vorto.core,CVE-2019-10248,HIGH,0.9.0,0.10.1,2017-02-07 03:37:29,2019-04-26 21:24:33,"808 days, 17:47:04",GHSA-fg2q-v428-2gph,CVE-2019-10248,2023-11-08T04:00:43.895825Z,2022-05-24T16:44:08Z,HIGH
org.eclipse.platform:org.eclipse.ui.ide,CVE-2023-4218,MODERATE,3.12.2,3.21.0,2017-01-07 14:30:08,2023-06-09 08:01:02,"2343 days, 17:30:54",GHSA-j24h-xcpc-9jw8,CVE-2023-4218,2024-03-05T21:46:06.438286Z,2023-11-30T19:52:54Z,MODERATE
org.eclipse.milo:sdk-client,CVE-2019-19135,HIGH,0.1.0,0.3.5,2017-01-09 09:43:41,2019-11-13 16:02:20,"1038 days, 6:18:39",GHSA-pq4w-qm9g-qx68,CVE-2019-19135,2024-02-16T08:06:53.192281Z,2020-03-16T22:46:50Z,HIGH
org.eclipse.parsson:project,CVE-2023-4043,MODERATE,1.0.0,1.0.4,2021-06-11 04:40:57,2023-07-13 00:29:19,"761 days, 19:48:22",GHSA-g8p6-p27c-52fx,CVE-2023-4043,2024-02-16T08:17:00.305225Z,2023-11-03T09:32:49Z,MODERATE
org.eclipse.jetty:jetty-servlets,CVE-2021-28169,MODERATE,7.0.0.M0,9.3.30.v20211001,2009-04-03 08:51:02,2021-10-01 08:54:13,"4564 days, 0:03:11",GHSA-gwcr-j4wh-j3cq,CVE-2021-28169,2024-03-15T05:36:20.374672Z,2021-06-10T15:43:22Z,MODERATE
org.eclipse.jetty:jetty-servlets,CVE-2023-36479,LOW,9.0.0.v20130308,11.0.15,2013-03-08 11:01:14,2023-04-11 11:40:11,"3686 days, 0:38:57",GHSA-3gh6-v5v9-6v9j,CVE-2023-36479,2024-02-16T08:22:35.391916Z,2023-09-14T16:16:00Z,LOW
org.eclipse.platform:org.eclipse.core.runtime,CVE-2023-4218,MODERATE,3.12.0,3.27.0,2017-01-07 13:43:02,2023-06-09 07:44:23,"2343 days, 18:01:21",GHSA-j24h-xcpc-9jw8,CVE-2023-4218,2024-03-05T21:46:06.438286Z,2023-11-30T19:52:54Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2017-7656,HIGH,7.0.0.M0,9.2.30.v20200428,2009-04-03 08:48:44,2020-04-28 13:31:47,"4043 days, 4:43:03",GHSA-84q7-p226-4x5w,CVE-2017-7656,2024-02-16T08:17:36.036350Z,2018-10-19T16:16:27Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2023-26048,MODERATE,7.0.0.M0,11.0.13,2009-04-03 08:48:44,2022-12-07 12:48:43,"4996 days, 3:59:59",GHSA-qw69-rqj8-6qw8,CVE-2023-26048,2024-02-20T05:33:41.250857Z,2023-04-19T18:15:45Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2015-2080,HIGH,7.0.0.M0,8.1.22.v20160922,2009-04-03 08:48:44,2016-09-22 06:44:51,"2728 days, 21:56:07",GHSA-ghgj-3xqr-6jfm,CVE-2015-2080,2024-02-16T08:18:50.534710Z,2018-11-09T17:50:00Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2019-10241,MODERATE,7.0.0.M0,9.4.15.v20190215,2009-04-03 08:48:44,2019-02-15 08:56:26,"3605 days, 0:07:42",GHSA-7vx9-xjhr-rw6h,CVE-2019-10241,2024-02-16T08:16:44.502362Z,2019-04-23T16:06:02Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2018-12536,MODERATE,9.0.0.v20130308,9.2.30.v20200428,2013-03-08 10:47:11,2020-04-28 13:31:47,"2608 days, 2:44:36",GHSA-9rgv-h7x4-qw8g,CVE-2018-12536,2024-02-16T08:16:39.738843Z,2018-10-19T16:15:56Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2021-34428,LOW,7.0.0.M0,9.3.30.v20211001,2009-04-03 08:48:44,2021-10-01 08:52:44,"4564 days, 0:04:00",GHSA-m6cp-vxjx-65j6,CVE-2021-34428,2024-02-17T05:34:59.415608Z,2021-06-23T20:23:04Z,LOW
org.eclipse.jetty:jetty-server,CVE-2023-26049,LOW,7.0.0.M0,12.0.0.alpha3,2009-04-03 08:48:44,2022-12-07 14:11:33,"4996 days, 5:22:49",GHSA-p26g-97m4-6q7c,CVE-2023-26049,2024-02-20T05:30:22.058149Z,2023-04-18T22:19:57Z,LOW
org.eclipse.jetty:jetty-server,CVE-2017-7658,CRITICAL,7.0.0.M0,9.4.8.v20180619,2009-04-03 08:48:44,2018-06-20 16:58:54,"3365 days, 8:10:10",GHSA-6x9x-8qw9-9pp6,CVE-2017-7658,2024-02-16T08:16:22.832624Z,2018-10-19T16:16:38Z,CRITICAL
org.eclipse.jetty:jetty-server,CVE-2017-9735,HIGH,7.0.0.M0,9.4.5.v20180619,2009-04-03 08:48:44,2018-06-20 11:09:55,"3365 days, 2:21:11",GHSA-wfcc-pff6-rgc5,CVE-2017-9735,2024-02-16T08:22:10.602897Z,2018-10-19T16:15:46Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2019-10247,MODERATE,7.0.0.v20091005,9.4.16.v20190411,2009-10-05 11:16:39,2019-04-11 08:23:44,"3474 days, 21:07:05",GHSA-xc67-hjx6-cgg6,CVE-2019-10247,2024-03-14T05:20:28.011920Z,2019-04-23T16:07:12Z,MODERATE
org.eclipse.jetty:jetty-server,BIT-jenkins-2021-28165,HIGH,8.0.0.M0,9.3.30.v20211001,2010-03-03 06:04:34,2021-10-01 08:52:44,"4230 days, 2:48:10",GHSA-26vr-8j45-3r4w,"BIT-jenkins-2021-28165, CVE-2021-28165",2024-03-11T05:36:57.484846Z,2021-04-06T17:31:30Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2017-7657,CRITICAL,7.0.0.M0,9.3.23.v20180228,2009-04-03 08:48:44,2018-02-28 13:49:05,"3253 days, 5:00:21",GHSA-vgg8-72f2-qm23,CVE-2017-7657,2024-02-17T05:36:15.080820Z,2018-10-19T16:15:34Z,CRITICAL
org.eclipse.jetty:jetty-server,CVE-2022-2191,HIGH,10.0.0,11.0.9,2020-12-02 13:09:02,2022-03-30 10:46:31,"482 days, 21:37:29",GHSA-8mpp-f3f7-xc28,CVE-2022-2191,2024-02-22T05:18:31.237834Z,2022-07-07T20:55:37Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2019-10246,MODERATE,9.2.0.v20140526,9.4.16.v20190411,2014-05-26 10:14:14,2019-04-11 08:23:44,"1780 days, 22:09:30",GHSA-r28m-g6j9-r2h5,CVE-2019-10246,2024-02-16T08:10:20.837486Z,2019-04-23T16:07:18Z,MODERATE
org.eclipse.jetty:jetty-server,BIT-kafka-2020-27218,MODERATE,9.4.0.v20161208,9.4.34.v20201102,2016-12-08 07:00:31,2020-11-02 06:18:25,"1424 days, 23:17:54",GHSA-86wm-rrjm-8wh8,"BIT-kafka-2020-27218, BIT-spark-2020-27218, CVE-2020-27218",2024-03-10T05:31:38.566956Z,2020-12-02T18:28:18Z,MODERATE
org.eclipse.jetty:jetty-server,BIT-solr-2020-27223,MODERATE,9.4.6.v20170531,9.4.36.v20210114,2017-05-31 16:26:42,2021-01-14 08:46:41,"1323 days, 16:19:59",GHSA-m394-8rww-3jr7,"BIT-solr-2020-27223, BIT-spark-2020-27223, CVE-2020-27223",2024-03-15T05:20:16.796889Z,2021-03-10T03:46:47Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2011-4461,MODERATE,7.0.0.M0,7.6.21.v20160908,2009-04-03 08:48:44,2016-09-08 06:14:26,"2714 days, 21:25:42",GHSA-qxp4-27vx-xmm3,CVE-2011-4461,2024-04-19T19:16:17.732170Z,2022-05-14T01:27:35Z,MODERATE
org.eclipse.jetty:jetty-server,CVE-2018-12545,HIGH,9.3.0.v20150612,9.4.12.RC2,2015-06-12 10:09:56,2018-08-14 08:28:00,"1158 days, 22:18:04",GHSA-h2f4-v4c4-6wx4,CVE-2018-12545,2024-02-19T05:52:03.950097Z,2019-03-28T18:33:38Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2018-12538,HIGH,9.4.0.v20161208,9.4.8.v20180619,2016-12-08 07:00:31,2018-06-20 16:58:54,"559 days, 9:58:23",GHSA-mwcx-532g-8pq3,CVE-2018-12538,2024-02-17T05:43:52.147542Z,2018-10-16T17:44:11Z,HIGH
org.eclipse.jetty:jetty-server,CVE-2019-17638,CRITICAL,9.4.27.v20200227,9.4.29.v20200521,2020-02-27 10:39:20,2020-05-21 10:24:47,"83 days, 23:45:27",GHSA-x3rh-m7vp-35f2,CVE-2019-17638,2024-03-14T05:49:04.832402Z,2020-08-05T14:52:59Z,CRITICAL
org.eclipse.jetty:jetty-server,CVE-2016-4800,CRITICAL,9.3.0.v20150612,9.3.9.M1,2015-06-12 10:09:56,2016-04-11 15:39:07,"304 days, 5:29:11",GHSA-872g-2h8h-362q,CVE-2016-4800,2024-02-16T08:22:06.138962Z,2018-10-19T16:16:16Z,CRITICAL
org.eclipse.jetty:jetty-server,CVE-2019-17632,MODERATE,9.4.21.v20190926,9.4.23.v20191118,2019-09-26 11:04:31,2019-11-18 11:25:43,"53 days, 0:21:12",GHSA-5h9j-q6j2-253f,CVE-2019-17632,2024-02-16T08:16:10.159901Z,2019-12-02T18:13:28Z,MODERATE
org.fitnesse:fitnesse,CVE-2024-28125,CRITICAL,20050731,20240707,2007-05-07 16:16:08,2024-07-07 09:21:19,"6270 days, 17:05:11",GHSA-x9r9-48rm-4xm6,CVE-2024-28125,2024-08-29T21:25:15.051892Z,2024-03-18T09:30:30Z,CRITICAL
org.fitnesse:fitnesse,CVE-2014-1216,HIGH,20131110,20140201,2013-11-10 11:23:08,2014-02-01 02:17:37,"82 days, 14:54:29",GHSA-mpx3-mx2p-9gv3,CVE-2014-1216,2023-11-08T03:57:33.960488Z,2022-05-17T04:46:05Z,HIGH
org.ff4j:ff4j-core,CVE-2022-44262,CRITICAL,1.8.1,1.8.13,2019-05-27 13:29:12,2022-05-16 06:09:10,"1084 days, 16:39:58",GHSA-65hj-9ppw-77xc,CVE-2022-44262,2024-02-16T08:19:18.829937Z,2022-12-01T06:30:26Z,CRITICAL
org.elasticsearch.client:elasticsearch-rest-client,BIT-elasticsearch-2021-22145,MODERATE,7.10.0,7.13.3,2020-11-09 20:41:23,2021-07-06 09:35:11,"238 days, 12:53:48",GHSA-q394-h7f5-7f44,"BIT-elasticsearch-2021-22145, CVE-2021-22145",2024-02-21T05:32:59.400580Z,2022-05-24T19:08:49Z,MODERATE
org.esigate:esigate-core,CVE-2018-1000854,CRITICAL,3.1,5.2,2012-01-11 05:50:20,2016-09-05 14:17:02,"1699 days, 8:26:42",GHSA-hjm9-576q-399p,CVE-2018-1000854,2023-11-08T03:59:41.052037Z,2018-12-21T17:46:23Z,CRITICAL
org.eclipse.platform:org.eclipse.urischeme,CVE-2023-4218,MODERATE,1.0.0,1.3.0,2018-09-24 22:48:55,2023-06-09 08:02:58,"1718 days, 9:14:03",GHSA-j24h-xcpc-9jw8,CVE-2023-4218,2024-03-05T21:46:06.438286Z,2023-11-30T19:52:54Z,MODERATE
org.http4s:blaze-core_2.11,CVE-2021-21293,HIGH,0.2.0,0.14.14,2014-07-09 17:48:09,2020-11-09 11:23:15,"2314 days, 17:35:06",GHSA-xmw9-q7x9-j5qc,"CVE-2021-21293, CVE-2021-21294, GHSA-xhv5-w9c5-2r2w",2023-11-08T04:04:40.414283Z,2021-02-02T21:42:49Z,HIGH
org.hornetq.rest:hornetq-rest,CVE-2014-3599,MODERATE,1.0-beta-1,2.4.9.Final,2010-08-05 17:23:38,2022-02-11 02:24:25,"4207 days, 9:00:47",GHSA-xrh2-c3rm-35jr,CVE-2014-3599,2023-11-08T03:57:39.298826Z,2022-05-24T22:01:08Z,MODERATE
org.graylog2:graylog2-server,CVE-2023-41041,LOW,1.0.0,5.0.8,2015-02-17 07:39:10,2023-06-07 04:15:53,"3031 days, 20:36:43",GHSA-3fqm-frhg-7c85,CVE-2023-41041,2024-02-16T08:15:49.564468Z,2023-07-06T20:47:54Z,LOW
org.graylog2:graylog2-server,CVE-2023-41045,LOW,0.20.0-rc.1-1,5.0.8,2014-01-23 07:38:47,2023-06-07 04:15:53,"3421 days, 20:37:06",GHSA-g96c-x7rh-99r3,CVE-2023-41045,2024-02-16T08:05:54.421677Z,2023-07-06T20:51:48Z,LOW
org.graylog2:graylog2-server,CVE-2024-24824,HIGH,2.0.0,5.2.3,2016-04-26 06:46:25,2024-01-03 02:02:30,"2807 days, 19:16:05",GHSA-p6gg-5hf4-4rgj,CVE-2024-24824,2024-02-16T08:02:33.792696Z,2024-02-07T18:23:43Z,HIGH
org.graylog2:graylog2-server,CVE-2024-24823,MODERATE,4.3.0,5.2.3,2022-05-17 06:12:34,2024-01-03 02:02:30,"595 days, 19:49:56",GHSA-3xf8-g8gr-g7rh,CVE-2024-24823,2024-02-16T08:23:00.609534Z,2024-02-07T18:24:20Z,MODERATE
org.graylog2:graylog2-server,CVE-2018-11651,MODERATE,0.20.0-rc.1-1,2.4.3,2014-01-23 07:38:47,2018-01-24 14:10:09,"1462 days, 6:31:22",GHSA-435g-r2m8-gjvm,CVE-2018-11651,2023-11-08T03:59:46.576917Z,2022-05-14T03:15:57Z,MODERATE
org.graylog2:graylog2-server,CVE-2018-11650,MODERATE,0.20.0-rc.1-1,2.4.3,2014-01-23 07:38:47,2018-01-24 14:10:09,"1462 days, 6:31:22",GHSA-h7g4-65mf-6mxh,CVE-2018-11650,2023-11-08T03:59:46.515686Z,2022-05-14T03:15:57Z,MODERATE
org.graylog2:graylog2-server,CVE-2018-14380,MODERATE,0.20.0-rc.1-1,2.4.5,2014-01-23 07:38:47,2018-05-28 06:06:54,"1585 days, 22:28:07",GHSA-38hf-xjmx-jrh8,CVE-2018-14380,2023-11-08T03:59:55.097648Z,2022-05-14T02:59:36Z,MODERATE
org.graylog2:graylog2-server,CVE-2023-41044,LOW,5.1.0,5.1.2,2023-05-11 02:00:28,2023-06-07 04:03:31,"27 days, 2:03:03",GHSA-2q4p-f6gf-mqr5,CVE-2023-41044,2024-02-16T08:20:25.694139Z,2023-07-06T20:53:15Z,LOW
org.glassfish.main.admin:rest-service,CVE-2024-9329,MODERATE,3.1.2,7.0.16,2012-02-17 04:59:27,2024-07-30 07:17:56,"4547 days, 2:18:29",GHSA-jq3f-mfmg-747x,CVE-2024-9329,2024-10-07T19:00:49.801844Z,2024-09-30T09:30:47Z,MODERATE
org.htmlunit:htmlunit,CVE-2023-49093,CRITICAL,3.0.0,3.8.0,2023-03-19 06:07:18,2023-11-18 07:41:39,"244 days, 1:34:21",GHSA-37vq-hr2f-g7h7,CVE-2023-49093,2024-02-16T08:22:32.307813Z,2023-12-04T23:13:30Z,CRITICAL
org.http4s:blaze-core_2.12,CVE-2021-21293,HIGH,0.12.4,0.14.14,2016-11-04 20:05:03,2020-11-09 11:23:09,"1465 days, 15:18:06",GHSA-xmw9-q7x9-j5qc,"CVE-2021-21293, CVE-2021-21294, GHSA-xhv5-w9c5-2r2w",2023-11-08T04:04:40.414283Z,2021-02-02T21:42:49Z,HIGH
org.http4s:http4s-blaze-server_2.12,CVE-2021-21293,HIGH,0.15.0,0.21.16,2016-11-30 19:40:50,2021-01-24 08:27:03,"1515 days, 12:46:13",GHSA-xhv5-w9c5-2r2w,"CVE-2021-21293, CVE-2021-21294, GHSA-xmw9-q7x9-j5qc",2023-11-08T04:04:40.414283Z,2021-02-02T21:42:56Z,HIGH
org.glassfish.jersey.core:jersey-common,CVE-2021-28168,MODERATE,2.28,3.0.1,2019-01-25 07:18:59,2021-01-26 09:49:41,"732 days, 2:30:42",GHSA-c43q-5hpj-4crv,CVE-2021-28168,2024-03-08T05:18:14.836767Z,2021-04-23T16:55:01Z,MODERATE
org.hl7.fhir.publisher:org.hl7.fhir.publisher,CVE-2023-24057,CRITICAL,1.1.0,1.2.29,2020-06-30 19:24:04,2023-01-20 15:35:46,"933 days, 20:11:42",GHSA-xr8x-pxm6-prjg,"CVE-2023-24057, GHSA-jqh6-9574-5x22",2023-11-08T04:11:43.699753Z,2023-01-23T22:04:47Z,CRITICAL
org.http4s:blaze-core_2.13,CVE-2021-21293,HIGH,0.14.5,0.14.14,2019-06-13 08:42:14,2020-11-09 11:23:10,"515 days, 2:40:56",GHSA-xmw9-q7x9-j5qc,"CVE-2021-21293, CVE-2021-21294, GHSA-xhv5-w9c5-2r2w",2023-11-08T04:04:40.414283Z,2021-02-02T21:42:49Z,HIGH
org.hsqldb:hsqldb,CVE-2022-41853,CRITICAL,1.8.0.10,2.7.0,2009-04-24 11:59:02,2022-07-26 15:50:14,"4841 days, 3:51:12",GHSA-77xx-rxvh-q682,CVE-2022-41853,2023-11-08T04:10:33.219963Z,2022-10-06T18:52:05Z,CRITICAL
org.hibernate:hibernate-validator,CVE-2014-3558,MODERATE,4.1.0.Final,5.1.1.Final,2010-06-28 06:09:40,2014-05-06 06:07:35,"1407 days, 23:57:55",GHSA-845h-985r-jrqh,CVE-2014-3558,2024-04-16T16:46:23.185226Z,2022-05-14T01:18:38Z,MODERATE
org.hibernate:hibernate-validator,CVE-2017-7536,HIGH,5.2.0.Final,5.4.1.Final,2015-07-20 12:40:20,2017-03-16 10:16:24,"604 days, 21:36:04",GHSA-xxgp-pcfc-3vgc,CVE-2017-7536,2024-03-08T05:18:32.633931Z,2020-06-15T19:57:48Z,HIGH
org.graniteds:granite-server-core,CVE-2017-3200,HIGH,3.0.0.RC1,3.1.1.GA,2013-10-11 10:50:42,2014-11-18 07:16:28,"402 days, 20:25:46",GHSA-vx9j-rvmj-jc32,CVE-2017-3200,2024-02-16T08:22:46.524323Z,2022-05-13T01:28:41Z,HIGH
org.grails:grails-databinding,CVE-2023-46131,MODERATE,2.3.0.M1,6.0.0,2013-05-09 02:18:07,2023-07-24 03:01:58,"3728 days, 0:43:51",GHSA-3pjv-r7w4-2cf5,CVE-2023-46131,2024-02-16T08:07:43.515495Z,2023-12-20T21:12:09Z,MODERATE
org.grails:grails-databinding,CVE-2022-35912,CRITICAL,3.3.10,5.2.0,2019-05-20 03:12:51,2022-06-22 12:19:54,"1129 days, 9:07:03",GHSA-6rh6-x8ww-9h97,CVE-2022-35912,2023-11-08T04:09:52.309380Z,2022-07-21T21:38:28Z,CRITICAL
org.glassfish.main.web:web,CVE-2022-2712,MODERATE,5.1.0,7.0.0-M10,2019-01-28 11:08:15,2022-11-20 16:06:34,"1392 days, 4:58:19",GHSA-3g5w-6pw7-6hrp,CVE-2022-2712,2023-11-08T04:08:56.085788Z,2023-01-27T12:30:29Z,MODERATE
org.graylog:graylog-parent,CVE-2020-15813,HIGH,2.2.0-alpha.1,3.3.2,2016-10-12 08:15:09,2020-06-24 06:13:00,"1350 days, 21:57:51",GHSA-3gg9-f3vh-866f,CVE-2020-15813,2023-11-08T04:02:38.210527Z,2022-02-10T22:39:58Z,HIGH
org.igniterealtime.openfire:xmppserver,CVE-2024-25420,HIGH,4.2.0,4.2.0,2017-12-07 11:57:03,2017-12-07 11:57:03,0:00:00,GHSA-5xvc-rwv8-86p7,CVE-2024-25420,2024-08-02T21:45:48.753467Z,2024-03-26T21:30:47Z,HIGH
org.igniterealtime.openfire:xmppserver,BIT-openfire-2023-32315,HIGH,4.2.0,4.2.0,2017-12-07 11:57:03,2017-12-07 11:57:03,0:00:00,GHSA-gw42-f939-fhvm,"BIT-openfire-2023-32315, CVE-2023-32315",2024-03-06T12:28:14.817206Z,2023-05-23T19:54:30Z,HIGH
org.igniterealtime.openfire:xmppserver,CVE-2019-20528,MODERATE,4.2.0,4.2.0,2017-12-07 11:57:03,2017-12-07 11:57:03,0:00:00,GHSA-wx2w-8pqw-vp4g,CVE-2019-20528,2024-02-19T05:37:53.950061Z,2022-05-24T17:11:49Z,MODERATE
org.igniterealtime.openfire:xmppserver,CVE-2024-25421,HIGH,4.2.0,4.2.0,2017-12-07 11:57:03,2017-12-07 11:57:03,0:00:00,GHSA-6pwg-gg6j-5crm,CVE-2024-25421,2024-03-27T22:26:52.782030Z,2024-03-26T21:30:47Z,HIGH
org.igniterealtime.openfire:xmppserver,CVE-2019-15488,MODERATE,4.2.0,4.2.0,2017-12-07 11:57:03,2017-12-07 11:57:03,0:00:00,GHSA-5qfv-rr79-chx5,CVE-2019-15488,2023-11-08T04:01:13.431981Z,2019-08-27T17:37:33Z,MODERATE
org.http4s:http4s-blaze-server_2.13,CVE-2021-21293,HIGH,0.21.0-M1,0.21.16,2019-06-17 18:37:17,2021-01-24 08:27:02,"586 days, 13:49:45",GHSA-xhv5-w9c5-2r2w,"CVE-2021-21293, CVE-2021-21294, GHSA-xmw9-q7x9-j5qc",2023-11-08T04:04:40.414283Z,2021-02-02T21:42:56Z,HIGH
org.glassfish.main.web:web-core,CVE-2024-8646,MODERATE,3.1.2,7.0.9,2012-02-17 05:04:31,2023-09-26 09:47:03,"4239 days, 4:42:32",GHSA-7gq2-vwq9-w8vw,CVE-2024-8646,2024-09-11T17:57:29.563173Z,2024-09-11T15:31:12Z,MODERATE
org.graniteds:granite-core,CVE-2017-3199,HIGH,2.1.0.RC2,3.0.0.M3,2010-02-05 05:32:04,2013-08-15 09:09:53,"1287 days, 3:37:49",GHSA-8m35-r25c-qr56,CVE-2017-3199,2024-02-16T08:20:23.643690Z,2022-05-13T01:28:41Z,HIGH
org.glassfish:jakarta.faces,CVE-2019-17091,MODERATE,2.3.9,2.3.9,2019-01-17 14:18:49,2019-01-17 14:18:49,0:00:00,GHSA-rjhx-c9qh-qh8f,CVE-2019-17091,2023-11-08T04:01:22.637374Z,2022-05-24T16:57:42Z,MODERATE
org.glassfish:mojarra-parent,CVE-2020-6950,HIGH,2.3.9,2.3.13,2019-01-17 14:18:23,2019-08-20 04:57:36,"214 days, 14:39:13",GHSA-rpq8-mmwh-q9hm,CVE-2020-6950,2023-11-08T04:03:57.548203Z,2021-09-01T18:23:58Z,HIGH
org.hibernate.validator:hibernate-validator,CVE-2020-10693,MODERATE,6.0.0.Alpha1,6.1.4.Final,2017-02-15 08:27:16,2020-04-17 05:02:45,"1156 days, 20:35:29",GHSA-rmrm-75hp-phr2,CVE-2020-10693,2023-11-08T04:01:59.506227Z,2021-06-04T21:36:34Z,MODERATE
org.hibernate.validator:hibernate-validator,CVE-2019-10219,MODERATE,6.1.0.Alpha1,6.1.0.Alpha5,2018-12-11 02:18:46,2019-06-13 06:18:11,"184 days, 3:59:25",GHSA-m8p2-495h-ccmh,CVE-2019-10219,2024-05-15T05:45:40.037948Z,2020-01-08T17:01:52Z,MODERATE
org.http4s:http4s-server_2.12,CVE-2020-5280,CRITICAL,0.15.0,0.10.0-M10,2016-11-30 19:39:34,2020-12-31 17:37:51,"1491 days, 21:58:17",GHSA-66q9-f7ff-mmx6,CVE-2020-5280,2023-11-08T04:03:53.939487Z,2020-03-25T17:35:51Z,CRITICAL
org.hjson:hjson,CVE-2023-39685,HIGH,1.0.0,3.0.0,2015-04-15 13:23:37,2017-07-17 13:59:44,"824 days, 0:36:07",GHSA-94w5-rf69-2h6c,CVE-2023-39685,2024-02-16T08:02:59.695173Z,2023-09-01T12:30:44Z,HIGH
org.hjson:hjson,CVE-2023-34620,HIGH,1.0.0,3.0.0,2015-04-15 13:23:37,2017-07-17 13:59:44,"824 days, 0:36:07",GHSA-5wfc-hjrc-gq87,CVE-2023-34620,2024-02-16T08:15:01.170126Z,2023-06-14T15:30:38Z,HIGH
org.grails:grails-core,CVE-2019-12728,HIGH,1.1-beta1,3.3.3,2008-12-10 23:56:10,2018-03-07 11:24:22,"3373 days, 11:28:12",GHSA-pmxf-4v8c-rwr7,CVE-2019-12728,2023-11-08T04:01:05.946108Z,2022-05-24T16:47:09Z,HIGH
org.grails:grails-core,CVE-2018-1000529,MODERATE,1.1-beta1,3.3.3,2008-12-10 23:56:10,2018-03-07 11:24:22,"3373 days, 11:28:12",GHSA-q25j-gcmv-5qpp,CVE-2018-1000529,2023-11-08T03:59:38.835705Z,2018-10-19T16:46:01Z,MODERATE
org.glassfish.main.orb:orb-connector,CVE-2023-5763,MODERATE,5.0,7.0.0-M10,2017-09-08 07:02:36,2022-11-20 16:08:18,"1899 days, 9:05:42",GHSA-2mw4-wj8c-7f93,CVE-2023-5763,2024-02-16T08:11:53.682476Z,2023-11-03T09:32:49Z,MODERATE
org.hibernate:hibernate-core,CVE-2019-14900,MODERATE,3.3.0.CR1,5.5.0.Alpha1,2008-09-26 13:40:11,2021-04-30 05:25:38,"4598 days, 15:45:27",GHSA-8grg-q944-cch5,CVE-2019-14900,2024-06-27T18:20:05.068274Z,2022-02-10T23:05:04Z,MODERATE
org.hibernate:hibernate-core,CVE-2020-25638,HIGH,3.3.0.CR1,5.3.19.Final,2008-09-26 13:40:11,2020-11-10 13:37:47,"4427 days, 23:57:36",GHSA-j8jw-g6fq-mp7h,CVE-2020-25638,2024-06-27T16:58:54.914316Z,2022-02-09T22:57:29Z,HIGH
org.hornetq:hornetq-server,CVE-2017-12174,HIGH,2.3.0.BETA2,2.3.25.Final,2012-11-21 10:28:02,2015-01-22 07:47:52,"791 days, 21:19:50",GHSA-gc96-h5pr-839j,CVE-2017-12174,2023-11-08T03:58:51.965867Z,2022-05-13T01:11:53Z,HIGH
