',artifact_name,release_version,timestamp,cve_id,cve_severity,clean_release_version
765,org.apache.shenyu:shenyu-bootstrap,2.4.2,2022-01-18,CVE-2022-26650,HIGH,2.4.2
766,org.apache.shenyu:shenyu-common,2.5.1,2023-01-30,CVE-2023-25753,MODERATE,2.5.1
767,org.apache.shindig:shindig-php,2.5.0-beta6,2013-03-12,CVE-2013-4295,MODERATE,2.5.0
768,org.apache.shiro:shiro-all,1.3.1,2016-08-19,CVE-2016-6802,HIGH,1.3.1
769,org.apache.shiro:shiro-core,2.0.0-alpha-3,2023-07-25,CVE-2023-46749,MODERATE,2.0.0
770,org.apache.shiro:shiro-root,1.10.1,2022-11-14,CVE-2023-22602,HIGH,1.10.1
771,org.apache.shiro:shiro-spring,1.7.0,2020-10-23,CVE-2020-17523,CRITICAL,1.7.0
772,org.apache.shiro:shiro-spring-boot-starter,1.7.0,2020-10-23,CVE-2020-17523,CRITICAL,1.7.0
773,org.apache.shiro:shiro-web,2.0.0-alpha-3,2023-07-25,CVE-2023-46750,MODERATE,2.0.0
774,org.apache.skywalking:oap-server,8.0.1,2020-06-18,CVE-2020-13921,CRITICAL,8.0.1
775,org.apache.sling:org.apache.sling.api,2.25.0,2022-03-28,CVE-2022-32549,MODERATE,2.25.0
776,org.apache.sling:org.apache.sling.auth.core,1.4.0,2017-06-26,CVE-2017-15700,HIGH,1.4.0
777,org.apache.sling:org.apache.sling.cms,1.1.4,2022-12-15,CVE-2023-22849,MODERATE,1.1.4
778,org.apache.sling:org.apache.sling.commons.json,2.0.20,2017-03-17,CVE-2022-47937,CRITICAL,2.0.20
779,org.apache.sling:org.apache.sling.commons.log,5.4.0,2022-01-11,CVE-2022-32549,MODERATE,5.4.0
780,org.apache.sling:org.apache.sling.commons.messaging.mail,1.0.0,2020-02-18,CVE-2021-44549,HIGH,1.0.0
781,org.apache.sling:org.apache.sling.engine,2.13.0,2022-11-28,CVE-2022-45064,HIGH,2.13.0
782,org.apache.sling:org.apache.sling.i18n,2.5.18,2021-11-01,CVE-2023-25621,MODERATE,2.5.18
783,org.apache.sling:org.apache.sling.jcr.base,3.1.10,2021-07-19,CVE-2023-25141,HIGH,3.1.10
784,org.apache.sling:org.apache.sling.jcr.contentloader,2.1.4,2012-01-26,CVE-2012-3353,HIGH,2.1.4
785,org.apache.sling:org.apache.sling.resourcemerger,1.4.0,2021-03-10,CVE-2023-26513,HIGH,1.4.0
786,org.apache.sling:org.apache.sling.servlets.post,2.3.20,2017-05-23,CVE-2017-9802,MODERATE,2.3.20
787,org.apache.sling:org.apache.sling.servlets.resolver,2.10.0,2023-10-05,CVE-2024-23673,HIGH,2.10.0
788,org.apache.sling:org.apache.sling.xss,2.0.0,2017-05-01,CVE-2017-15717,MODERATE,2.0.0
789,org.apache.sling:org.apache.sling.xss.compat,1.1.0,2017-05-08,CVE-2017-15717,MODERATE,1.1.0
790,org.apache.solr:solr,4.10.4,2015-03-03,CVE-2015-8796,MODERATE,4.10.4
791,org.apache.solr:solr-core,9.4.0,2023-10-14,BIT-solr-2023-50386,MODERATE,9.4.0
792,org.apache.solr:solr-parent,8.11.0,2021-11-13,BIT-solr-2021-44548,CRITICAL,8.11.0
793,org.apache.solr:solr-solrj,9.4.0,2023-10-14,BIT-solr-2023-50298,MODERATE,9.4.0
794,org.apache.solr:solr-solrj-streaming,9.4.0,2023-10-14,BIT-solr-2023-50298,MODERATE,9.4.0
795,org.apache.spark:spark-core_2.10,2.2.3,2019-01-08,CVE-2018-17190,CRITICAL,2.2.3
796,org.apache.spark:spark-core_2.11,2.4.8,2021-05-09,CVE-2018-17190,CRITICAL,2.4.8
797,org.apache.spark:spark-core_2.12,3.3.2,2023-02-10,BIT-spark-2023-22946,CRITICAL,3.3.2
798,org.apache.spark:spark-core_2.13,3.3.2,2023-02-10,BIT-spark-2023-22946,CRITICAL,3.3.2
799,org.apache.spark:spark-parent_2.11,2.4.5,2020-02-02,BIT-spark-2020-9480,CRITICAL,2.4.5
800,org.apache.spark:spark-parent_2.12,3.2.1,2022-01-20,BIT-spark-2022-33891,HIGH,3.2.1
801,org.apache.sshd:sshd-common,2.11.0,2023-10-12,CVE-2024-41909,HIGH,2.11.0
802,org.apache.sshd:sshd-core,2.9.1,2022-08-22,CVE-2022-45047,CRITICAL,2.9.1
803,org.apache.sshd:sshd-mina,2.6.0,2020-12-07,CVE-2021-30129,HIGH,2.6.0
804,org.apache.sshd:sshd-sftp,2.9.2,2022-11-09,CVE-2023-35887,MODERATE,2.9.2
805,org.apache.storm:storm,2.2.0,2020-06-18,CVE-2021-38294,CRITICAL,2.2.0
806,org.apache.storm:storm-core,2.5.0,2023-08-02,CVE-2023-43123,LOW,2.5.0
807,org.apache.storm:storm-kafka,1.2.2,2018-05-17,CVE-2018-11779,CRITICAL,1.2.2
808,org.apache.storm:storm-kafka-client,1.2.2,2018-05-17,CVE-2018-11779,CRITICAL,1.2.2
809,org.apache.streampark:streampark,2.1.0,2023-05-01,CVE-2023-49898,CRITICAL,2.1.0
810,org.apache.streampipes:streampipes-parent,0.93.0,2023-11-20,CVE-2024-31979,MODERATE,0.93.0
811,org.apache.streampipes:streampipes-resource-management,0.93.0,2023-11-20,CVE-2024-29868,CRITICAL,0.93.0
812,org.apache.struts.xwork:xwork-core,2.3.28.1,2016-04-19,CVE-2016-4433,HIGH,2.3.28.1
813,org.apache.struts:struts-core,1.3.10,2008-12-07,CVE-2012-1007,MODERATE,1.3.10
814,org.apache.struts:struts2-convention-plugin,2.5.2,2016-07-07,CVE-2016-6795,CRITICAL,2.5.2
815,org.apache.struts:struts2-core,6.3.0.1,2023-09-11,CVE-2023-50164,CRITICAL,6.3.0.1
816,org.apache.struts:struts2-parent,2.3.16.3,2014-05-02,CVE-2016-3090,HIGH,2.3.16.3
817,org.apache.struts:struts2-rest-plugin,2.5.14.1,2017-11-28,CVE-2018-1327,HIGH,2.5.14.1
818,org.apache.struts:struts2-struts1-plugin,2.3.37,2018-12-30,CVE-2017-9791,CRITICAL,2.3.37
819,org.apache.submarine:submarine-commons-utils,0.8.0-RC0,2023-09-02,CVE-2024-36264,MODERATE,0.8.0
820,org.apache.submarine:submarine-server-core,0.8.0-RC0,2023-09-02,CVE-2024-36263,HIGH,0.8.0
821,org.apache.synapse:synapse-core,3.0.0,2016-12-31,CVE-2017-15708,CRITICAL,3.0.0
822,org.apache.syncope.client.idrepo:syncope-client-idrepo-common-ui,3.0.7,2024-05-20,CVE-2024-38503,MODERATE,3.0.7
823,org.apache.syncope.client.idrepo:syncope-client-idrepo-console,3.0.7,2024-05-20,CVE-2024-38503,MODERATE,3.0.7
824,org.apache.syncope.client:syncope-client-enduser,2.1.5,2019-09-12,CVE-2019-17557,LOW,2.1.5
825,org.apache.syncope:syncope,2.1.6,2020-04-29,CVE-2020-11977,HIGH,2.1.6
826,org.apache.syncope:syncope-core,2.1.5,2019-09-12,CVE-2020-1959,CRITICAL,2.1.5
827,org.apache.systemds:systemds,2.2.1,2021-11-26,CVE-2022-26477,HIGH,2.2.1
828,org.apache.taglibs:taglibs-standard,1.2.1,2013-11-13,CVE-2015-0254,HIGH,1.2.1
829,org.apache.taglibs:taglibs-standard-impl,1.2.1,2013-11-13,CVE-2015-0254,HIGH,1.2.1
830,org.apache.tapestry:tapestry-core,5.8.1,2022-03-29,CVE-2022-31781,HIGH,5.8.1
831,org.apache.tapestry:tapestry-project,4.1.6,2008-09-05,CVE-2020-17531,CRITICAL,4.1.6
832,org.apache.thrift:libthrift,0.13.0,2019-11-17,CVE-2020-13949,HIGH,0.13.0
833,org.apache.tika:tika,2.4.0,2022-04-28,CVE-2022-33879,LOW,2.4.0
834,org.apache.tika:tika-core,1.28.2,2022-04-28,CVE-2022-30973,MODERATE,1.28.2
835,org.apache.tika:tika-parsers,1.21,2019-05-14,CVE-2019-10093,MODERATE,1.21
836,org.apache.tika:tika-server,1.9,2015-06-06,CVE-2015-3271,MODERATE,1.9
837,org.apache.tiles:tiles-core,3.0.8,2017-09-30,CVE-2023-49735,HIGH,3.0.8
838,org.apache.tomcat.embed:tomcat-embed-core,11.0.0-M20,2024-05-03,CVE-2024-34750,HIGH,11.0.0
839,org.apache.tomcat.embed:tomcat-embed-jasper,9.0.0.M9,2016-07-04,CVE-2016-5018,CRITICAL,9.0.0
840,org.apache.tomcat.embed:tomcat-embed-websocket,11.0.0-M16,2024-01-04,BIT-tomcat-2024-23672,MODERATE,11.0.0
841,org.apache.tomcat:jasper,6.0.45,2016-02-01,CVE-2016-5018,CRITICAL,6.0.45
842,org.apache.tomcat:tomcat,11.0.0-M11,2023-08-23,BIT-tomcat-2023-42795,MODERATE,11.0.0
843,org.apache.tomcat:tomcat-catalina,11.0.0-M10,2023-08-08,BIT-tomcat-2023-46589,HIGH,11.0.0
844,org.apache.tomcat:tomcat-catalina-jmx-remote,9.0.0.M11,2016-10-06,CVE-2016-8735,CRITICAL,9.0.0
845,org.apache.tomcat:tomcat-coyote,11.0.0-M20,2024-05-03,CVE-2024-34750,HIGH,11.0.0
846,org.apache.tomcat:tomcat-jasper,9.0.0.M9,2016-07-04,CVE-2016-5018,CRITICAL,9.0.0
847,org.apache.tomcat:tomcat-util,9.0.68,2022-10-03,BIT-tomcat-2022-45143,HIGH,9.0.68
848,org.apache.tomcat:tomcat-websocket,11.0.0-M16,2024-01-04,BIT-tomcat-2024-23672,MODERATE,11.0.0
849,org.apache.tomee:apache-tomee,8.0.3,2020-06-19,CVE-2020-13931,CRITICAL,8.0.3
850,org.apache.tomee:tomee,8.0.1,2020-01-07,CVE-2020-11969,HIGH,8.0.1
851,org.apache.tomee:tomee-webapp,7.0.4,2017-09-26,CVE-2018-8031,MODERATE,7.0.4
852,org.apache.uima:uima-ducc-parent,3.0.0,2019-04-02,CVE-2023-28935,HIGH,3.0.0
853,org.apache.uima:uima-ducc-web,2.2.2,2018-03-14,CVE-2018-8035,MODERATE,2.2.2
854,org.apache.uima:uimafit-core,2.3.0,2017-03-19,CVE-2017-15691,MODERATE,2.3.0
855,org.apache.uima:uimaj,2.3.1,2010-12-06,CVE-2023-39913,HIGH,2.3.1
856,org.apache.uima:uimaj-as-core,2.9.0,2016-12-06,CVE-2017-15691,MODERATE,2.9.0
857,org.apache.uima:uimaj-core,3.3.0,2022-04-29,CVE-2022-32287,HIGH,3.3.0
858,org.apache.unomi:unomi,1.5.4,2020-11-21,CVE-2021-31164,HIGH,1.5.4
859,org.apache.velocity.tools:velocity-tools-parent,3.0,2018-10-01,CVE-2020-13959,MODERATE,3.0
860,org.apache.velocity:velocity,1.7-beta1,2010-04-27,CVE-2020-13936,HIGH,1.7
861,org.apache.velocity:velocity-engine-parent,2.2,2020-01-29,CVE-2020-13936,HIGH,2.2
862,org.apache.velocity:velocity-tools,2.0-beta4,2009-05-27,CVE-2020-13959,MODERATE,2.0
863,org.apache.wicket:wicket,10.0.0-M2,2023-10-12,CVE-2024-27439,MODERATE,10.0.0
864,org.apache.wicket:wicket-core,9.2.0,2020-11-15,CVE-2021-23937,HIGH,9.2.0
865,org.apache.wicket:wicket-util,10.0.0-M2,2023-10-12,CVE-2024-36522,HIGH,10.0.0
866,org.apache.ws.security:wss4j,1.6.16,2014-07-02,CVE-2015-0226,HIGH,1.6.16
867,org.apache.wss4j:wss4j-ws-security-dom,2.1.12,2018-01-26,CVE-2015-0226,HIGH,2.1.12
868,org.apache.xmlbeans:xmlbeans,2.6.0,2012-08-14,CVE-2021-23926,CRITICAL,2.6.0
869,org.apache.xmlgraphics:batik,1.15,2022-09-15,CVE-2022-41704,HIGH,1.15
870,org.apache.xmlgraphics:batik-bridge,1.16,2022-10-14,CVE-2022-44729,HIGH,1.16
871,org.apache.xmlgraphics:batik-script,1.16,2022-10-14,CVE-2022-44730,MODERATE,1.16
872,org.apache.xmlgraphics:batik-svgbrowser,1.13,2020-05-05,CVE-2020-11987,HIGH,1.13
873,org.apache.xmlgraphics:batik-svgrasterizer,1.16,2022-10-14,CVE-2022-44729,HIGH,1.16
874,org.apache.xmlgraphics:batik-transcoder,1.16,2022-10-14,CVE-2022-44729,HIGH,1.16
875,org.apache.xmlgraphics:fop,2.1,2016-01-14,CVE-2017-5661,HIGH,2.1
876,org.apache.xmlgraphics:fop-core,2.9,2023-08-21,CVE-2024-28168,MODERATE,2.9
877,org.apache.xmlgraphics:xmlgraphics-commons,2.4,2019-11-05,CVE-2020-11988,HIGH,2.4
878,org.apache.xmlrpc:xmlrpc,3.1.3,2010-02-06,CVE-2016-5002,HIGH,3.1.3
879,org.apache.xmlrpc:xmlrpc-common,3.1.3,2010-02-06,CVE-2016-5004,MODERATE,3.1.3
880,org.apache.zeppelin:sap,0.10.1,2022-02-27,CVE-2022-47894,MODERATE,0.10.1
881,org.apache.zeppelin:zeppelin,0.9.0-preview2,2020-07-23,CVE-2021-28655,MODERATE,0.9.0
882,org.apache.zeppelin:zeppelin-interpreter,0.11.0,2024-02-16,CVE-2024-31868,MODERATE,0.11.0
883,org.apache.zeppelin:zeppelin-jdbc,0.11.0,2024-02-16,CVE-2024-31864,CRITICAL,0.11.0
884,org.apache.zeppelin:zeppelin-server,0.11.0,2024-02-16,CVE-2024-31865,MODERATE,0.11.0
885,org.apache.zeppelin:zeppelin-shell,0.11.0,2024-02-16,CVE-2024-31861,MODERATE,0.11.0
886,org.apache.zeppelin:zeppelin-web,0.9.0,2020-12-19,CVE-2021-28656,MODERATE,0.9.0
887,org.apache.zookeeper:zookeeper,3.9.1,2023-10-02,BIT-zookeeper-2024-23944,MODERATE,3.9.1
888,org.apereo.cas:cas-server-core-services-api,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
889,org.apereo.cas:cas-server-core-services-authentication,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
890,org.apereo.cas:cas-server-core-web,6.4.1,2021-10-02,CVE-2021-42567,MODERATE,6.4.1
891,org.apereo.cas:cas-server-support-oauth-core-api,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
892,org.apereo.cas:cas-server-support-oidc,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
893,org.apereo.cas:cas-server-support-otp-mfa-core,6.2.3,2020-09-25,CVE-2020-27178,HIGH,6.2.3
894,org.apereo.cas:cas-server-support-shell,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
895,org.apereo.cas:cas-server-support-simple-mfa,v6.4.0-RC6,2021-07-16,CVE-2019-10754,HIGH,v6.4.0-RC6
896,org.apereo.cas:cas-server-support-x509-core,6.6.5,2023-02-10,CVE-2023-28857,MODERATE,6.6.5
897,org.apereo.cas:cas-server-webapp,6.2.3,2020-09-25,CVE-2020-27178,HIGH,6.2.3
898,org.asynchttpclient:async-http-client,2.0.34,2017-08-04,CVE-2017-14063,HIGH,2.0.34
899,org.bedework.caleng:bw-calendar-engine,3.12.2,2018-12-13,CVE-2018-1000836,CRITICAL,3.12.2
900,org.bedework:bw-webdav,4.0.2,2018-04-08,CVE-2018-20000,HIGH,4.0.2
901,org.biscuitsec:biscuit,3.0.1,2024-03-20,CVE-2024-41948,LOW,3.0.1
902,org.bitbucket.b_c:jose4j,0.9.3,2023-02-08,CVE-2023-51775,MODERATE,0.9.3
903,org.bonitasoft.console:bonita-web-server,9.0.0,2023-11-16,CVE-2024-27609,MODERATE,9.0.0
904,org.bonitasoft.engine:bonita-server,10.1.0,2024-05-26,CVE-2024-28087,MODERATE,10.1.0
905,org.bonitasoft.platform:platform-resources,9.0.0,2023-11-16,CVE-2024-27609,MODERATE,9.0.0
906,org.boofcv:boofcv-core,0.43,2023-05-15,CVE-2023-39010,CRITICAL,0.43
907,org.bouncycastle:bc-fips,1.0.2.4,2023-09-27,CVE-2024-29857,MODERATE,1.0.2.4
908,org.bouncycastle:bcpkix-jdk18on,1.72,2022-09-28,CVE-2023-33202,MODERATE,1.72
909,org.bouncycastle:bcprov-debug-jdk14,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
910,org.bouncycastle:bcprov-debug-jdk15on,1.70,2021-11-30,CVE-2023-33201,MODERATE,1.70
911,org.bouncycastle:bcprov-debug-jdk15to18,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
912,org.bouncycastle:bcprov-debug-jdk18on,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
913,org.bouncycastle:bcprov-ext-jdk14,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
914,org.bouncycastle:bcprov-ext-jdk15on,1.70,2021-12-06,CVE-2023-33202,MODERATE,1.70
915,org.bouncycastle:bcprov-ext-jdk15to18,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
916,org.bouncycastle:bcprov-ext-jdk16,1.46,2011-02-22,CVE-2023-33202,MODERATE,1.46
917,org.bouncycastle:bcprov-ext-jdk18on,1.73,2023-04-11,CVE-2023-33201,MODERATE,1.73
918,org.bouncycastle:bcprov-jdk14,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
919,org.bouncycastle:bcprov-jdk15,1.46,2011-02-22,CVE-2023-33202,MODERATE,1.46
920,org.bouncycastle:bcprov-jdk15on,1.70,2021-11-30,CVE-2024-30172,MODERATE,1.70
921,org.bouncycastle:bcprov-jdk15to18,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
922,org.bouncycastle:bcprov-jdk16,1.46,2011-02-22,CVE-2023-33202,MODERATE,1.46
923,org.bouncycastle:bcprov-jdk18on,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
924,org.bouncycastle:bctls-fips,1.0.18,2023-12-20,CVE-2024-30171,MODERATE,1.0.18
925,org.bouncycastle:bctls-jdk14,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
926,org.bouncycastle:bctls-jdk15to18,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
927,org.bouncycastle:bctls-jdk18on,1.77,2023-11-14,CVE-2024-30172,MODERATE,1.77
928,org.checkerframework.annotatedlib:commons-io,2.6.0.1,2018-02-20,CVE-2021-29425,MODERATE,2.6.0.1
929,org.clojure:clojure,1.12.0-alpha8,2024-02-21,CVE-2024-22871,HIGH,1.12.0
930,org.cloudfoundry.identity:cloudfoundry-identity-server,4.22.0,2018-10-23,CVE-2018-15761,HIGH,4.22.0
931,org.codehaus.castor:castor,1.3.3-rc1,2012-04-20,CVE-2014-3004,MODERATE,1.3.3
932,org.codehaus.groovy:groovy,3.0.6,2020-09-29,CVE-2020-17521,MODERATE,3.0.6
933,org.codehaus.jackson:jackson-mapper-asl,1.9.13,2013-07-14,CVE-2019-10172,HIGH,1.9.13
934,org.codehaus.janino:janino-parent,3.1.9,2022-11-16,CVE-2023-33546,MODERATE,3.1.9
935,org.codehaus.jettison:jettison,1.5.3,2022-12-06,CVE-2023-1436,HIGH,1.5.3
936,org.codehaus.mevenide:netbeans,3.1.4,2008-08-05,CVE-2019-17560,CRITICAL,3.1.4
937,org.codehaus.plexus:plexus-archiver,4.7.1,2023-05-05,CVE-2023-37460,HIGH,4.7.1
938,org.codehaus.plexus:plexus-utils,3.0.23,2016-05-04,CVE-2022-4245,MODERATE,3.0.23
939,org.codehaus.xfire:xfire-core,1.2.6,2007-05-02,CVE-2012-5817,HIGH,1.2.6
940,org.codelibs.fess:fess,12.3.1,2018-09-24,CVE-2018-1000822,CRITICAL,12.3.1
941,org.cometd.java:cometd-java-oort,7.0.5,2021-11-25,CVE-2022-24721,HIGH,7.0.5
942,org.craftercms:crafter-core,3.0.0,2017-07-31,CVE-2017-15680,MODERATE,3.0.0
943,org.craftercms:crafter-search,3.1.14E,2021-05-03,CVE-2021-23264,CRITICAL,3.1.14
944,org.craftercms:crafter-studio,3.1.22,2022-02-23,CVE-2022-40634,HIGH,3.1.22
945,org.cryptacular:cryptacular,1.2.3,2019-01-09,CVE-2020-7226,HIGH,1.2.3
946,org.cyclonedx:cyclonedx-core-java,9.0.3,2024-06-18,CVE-2024-38374,HIGH,9.0.3
947,org.directwebremoting:dwr,3.0.M1,2008-05-23,CVE-2014-5325,MODERATE,3.0
948,org.dojotoolkit:dojo,1.13.1,2018-08-28,CVE-2018-1000665,MODERATE,1.13.1
949,org.dom4j:dom4j,2.1.4,2023-01-22,UNKNOWN,MODERATE,2.1.4
950,org.drools:drools-core,7.68.0.Final,2022-04-08,CVE-2022-1415,MODERATE,7.68.0
951,org.dspace:dspace-api,7.0-preview-1,2019-05-17,CVE-2021-41189,HIGH,7.0
952,org.dspace:dspace-jspui,6.3,2018-06-26,CVE-2022-31189,MODERATE,6.3
953,org.dspace:dspace-server-webapp,7.6.1,2023-11-15,CVE-2024-38364,LOW,7.6.1
954,org.dspace:dspace-xmlui,6.3,2018-06-26,CVE-2022-31190,MODERATE,6.3
955,org.eclipse.birt:org.eclipse.birt.report.viewer,4.9.0,2022-05-02,CVE-2023-0100,HIGH,4.9.0
956,org.eclipse.californium:californium-core,3.5.0,2022-04-24,CVE-2022-2576,HIGH,3.5.0
957,org.eclipse.californium:scandium,3.6.0,2022-07-13,CVE-2022-39368,HIGH,3.6.0
958,org.eclipse.ditto:ditto,3.5.5,2024-05-13,CVE-2024-5165,MODERATE,3.5.5
959,org.eclipse.edc:connector-core,0.6.2,2024-04-23,CVE-2024-4536,MODERATE,0.6.2
960,org.eclipse.edc:transfer-data-plane,0.8.1,2024-07-25,CVE-2024-8642,MODERATE,0.8.1
961,org.eclipse.hawkbit:hawkbit-autoconfigure,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
962,org.eclipse.hawkbit:hawkbit-boot-starter,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
963,org.eclipse.hawkbit:hawkbit-boot-starter-ddi-api,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
964,org.eclipse.hawkbit:hawkbit-boot-starter-dmf-api,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
965,org.eclipse.hawkbit:hawkbit-boot-starter-mgmt-api,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
966,org.eclipse.hawkbit:hawkbit-boot-starter-mgmt-ui,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
967,org.eclipse.hawkbit:hawkbit-parent,0.3.0M6,2020-01-17,CVE-2020-27219,MODERATE,0.3.0
968,org.eclipse.hawkbit:hawkbit-starters,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
969,org.eclipse.hawkbit:hawkbit-ui,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
970,org.eclipse.hawkbit:hawkbit-update-server,0.3.0M1,2019-02-02,CVE-2019-10240,HIGH,0.3.0
971,org.eclipse.hono:hono-core,1.4.0,2020-09-10,CVE-2020-27217,HIGH,1.4.0
972,org.eclipse.jdt:org.eclipse.jdt.ui,3.29.0,2023-06-09,CVE-2023-4218,MODERATE,3.29.0
973,org.eclipse.jetty.http2:http2-common,11.0.19,2023-12-15,CVE-2024-22201,HIGH,11.0.19
974,org.eclipse.jetty.http2:http2-hpack,11.0.15,2023-04-11,BIT-jenkins-2023-36478,HIGH,11.0.15
975,org.eclipse.jetty.http2:http2-server,11.0.16,2023-08-25,BIT-apisix-2023-44487,MODERATE,11.0.16
976,org.eclipse.jetty.http2:jetty-http2-common,12.0.5,2023-12-18,CVE-2024-22201,HIGH,12.0.5
977,org.eclipse.jetty.http2:jetty-http2-server,12.0.1,2023-08-29,BIT-apisix-2023-44487,MODERATE,12.0.1
978,org.eclipse.jetty.http3:http3-common,11.0.19,2023-12-15,CVE-2024-22201,HIGH,11.0.19
979,org.eclipse.jetty.http3:http3-qpack,11.0.15,2023-04-11,BIT-jenkins-2023-36478,HIGH,11.0.15
980,org.eclipse.jetty.http3:jetty-http3-common,12.0.5,2023-12-18,CVE-2024-22201,HIGH,12.0.5
981,org.eclipse.jetty:jetty-deploy,11.0.1,2021-02-19,BIT-solr-2021-28163,LOW,11.0.1
982,org.eclipse.jetty:jetty-http,12.0.0,2023-08-07,CVE-2023-40167,MODERATE,12.0.0
983,org.eclipse.jetty:jetty-openid,11.0.15,2023-04-11,CVE-2023-41900,LOW,11.0.15
984,org.eclipse.jetty:jetty-server,12.0.0.alpha3,2022-12-07,CVE-2023-26049,LOW,12.0.0
985,org.eclipse.jetty:jetty-servlets,11.0.15,2023-04-11,CVE-2023-36479,LOW,11.0.15
986,org.eclipse.jetty:jetty-webapp,11.0.5,2021-06-11,CVE-2021-34429,MODERATE,11.0.5
987,org.eclipse.jetty:jetty-xml,12.0.0.beta4,2023-07-26,UNKNOWN,LOW,12.0.0
988,org.eclipse.jgit:org.eclipse.jgit,6.6.0.202305301015-r,2023-06-12,CVE-2023-4759,HIGH,6.6.0.202305301015
989,org.eclipse.leshan:leshan-core,2.0.0-M12,2023-07-21,CVE-2023-41034,MODERATE,2.0.0
990,org.eclipse.lyo:lyo-parent,5.0.0.alpha4,2022-02-12,CVE-2021-41042,MODERATE,5.0.0
991,org.eclipse.milo:sdk-client,0.3.5,2019-11-13,CVE-2019-19135,HIGH,0.3.5
992,org.eclipse.milo:sdk-server,0.6.7,2022-06-28,CVE-2022-25897,HIGH,0.6.7
993,org.eclipse.paho:org.eclipse.paho.client.mqttv3,1.2.0,2017-08-14,CVE-2019-11777,MODERATE,1.2.0
994,org.eclipse.parsson:parsson,1.1.2,2023-05-11,CVE-2023-7272,HIGH,1.1.2
995,org.eclipse.parsson:project,1.1.3,2023-07-13,CVE-2023-4043,MODERATE,1.1.3
996,org.eclipse.platform:org.eclipse.core.runtime,3.27.0,2023-06-09,CVE-2023-4218,MODERATE,3.27.0
997,org.eclipse.platform:org.eclipse.jface,3.30.0,2023-06-09,CVE-2023-4218,MODERATE,3.30.0
998,org.eclipse.platform:org.eclipse.platform,4.28.0,2023-06-09,CVE-2023-4218,MODERATE,4.28.0
999,org.eclipse.platform:org.eclipse.ui.forms,3.12.0,2023-06-09,CVE-2023-4218,MODERATE,3.12.0
1000,org.eclipse.platform:org.eclipse.ui.ide,3.21.0,2023-06-09,CVE-2023-4218,MODERATE,3.21.0
1001,org.eclipse.platform:org.eclipse.ui.workbench,3.129.0,2023-06-09,CVE-2023-4218,MODERATE,3.129.0
1002,org.eclipse.platform:org.eclipse.urischeme,1.3.0,2023-06-09,CVE-2023-4218,MODERATE,1.3.0
1003,org.eclipse.rdf4j:rdf4j,2.2.4,2017-11-21,CVE-2018-20227,HIGH,2.2.4
1004,org.eclipse.rdf4j:rdf4j-runtime,2.4.0-M3,2018-08-10,CVE-2018-1000644,CRITICAL,2.4.0
1005,org.eclipse.vorto:org.eclipse.vorto.core,0.10.1,2019-04-26,CVE-2019-10248,HIGH,0.10.1
1006,org.eclipse.xtend:org.eclipse.xtend.core,2.18.0.M3,2019-05-28,CVE-2019-10249,HIGH,2.18.0
1007,org.eclipse.xtext:org.eclipse.xtext,2.18.0.M3,2019-05-28,CVE-2019-10249,HIGH,2.18.0
1008,org.elasticsearch.client:elasticsearch-rest-client,7.13.3,2021-07-06,BIT-elasticsearch-2021-22145,MODERATE,7.13.3
1009,org.elasticsearch:elasticsearch,8.13.4,2024-05-07,BIT-elasticsearch-2024-37280,MODERATE,8.13.4
1010,org.elasticsearch:elasticsearch-hadoop,8.8.2,2023-06-26,BIT-elasticsearch-2023-46674,MODERATE,8.8.2
1011,org.esigate:esigate-core,5.2,2016-09-05,CVE-2018-1000854,CRITICAL,5.2
1012,org.exist-db:exist-core,5.0.0-RC8,2019-07-29,CVE-2018-1000823,CRITICAL,5.0.0
1013,org.ff4j:ff4j-core,1.8.13,2022-05-16,CVE-2022-44262,CRITICAL,1.8.13
